,Team,Time,game_id
1,rKills,5.158,176e6ac0-9632-42de-8891-2269b7831698
2,rKills,5.207999999999998,176e6ac0-9632-42de-8891-2269b7831698
0,bKills,4.127,035369f4-4c29-452d-9fa8-88f5e7947a7a
1,rKills,4.07,035369f4-4c29-452d-9fa8-88f5e7947a7a
2,rKills,4.244,035369f4-4c29-452d-9fa8-88f5e7947a7a
0,bKills,4.057,63ef9adf-e023-4599-a2fd-eb85a036ec7f
1,bKills,7.892,63ef9adf-e023-4599-a2fd-eb85a036ec7f
2,bKills,9.619,63ef9adf-e023-4599-a2fd-eb85a036ec7f
3,bKills,9.806,63ef9adf-e023-4599-a2fd-eb85a036ec7f
4,rKills,6.276,63ef9adf-e023-4599-a2fd-eb85a036ec7f
5,rKills,9.605,63ef9adf-e023-4599-a2fd-eb85a036ec7f
6,rKills,9.664,63ef9adf-e023-4599-a2fd-eb85a036ec7f
0,rKills,8.642999999999999,ce6c7737-81ac-40fb-bf04-89a16ab75391
0,bKills,5.2029999999999985,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
1,rKills,1.49,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
2,rKills,1.6,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
3,rKills,5.238,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
4,rKills,5.29,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
5,rKills,5.417000000000002,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
6,rKills,9.079,ada5b8be-0e13-4bfb-956a-5ca6bef7961c
0,bKills,2.622,046084d2-1959-4459-8b47-61a87324a4a5
1,bKills,4.99,046084d2-1959-4459-8b47-61a87324a4a5
2,bKills,5.9929999999999986,046084d2-1959-4459-8b47-61a87324a4a5
3,bKills,7.691,046084d2-1959-4459-8b47-61a87324a4a5
4,rKills,3.057,046084d2-1959-4459-8b47-61a87324a4a5
5,rKills,4.558,046084d2-1959-4459-8b47-61a87324a4a5
6,rKills,4.994,046084d2-1959-4459-8b47-61a87324a4a5
7,rKills,5.247999999999998,046084d2-1959-4459-8b47-61a87324a4a5
8,rKills,7.692,046084d2-1959-4459-8b47-61a87324a4a5
9,rKills,9.862,046084d2-1959-4459-8b47-61a87324a4a5
10,rKills,9.949,046084d2-1959-4459-8b47-61a87324a4a5
11,rKills,10.0,046084d2-1959-4459-8b47-61a87324a4a5
0,bKills,9.902,eb9da2fd-10b6-4980-a9c1-03480392147b
1,rKills,5.567,eb9da2fd-10b6-4980-a9c1-03480392147b
2,rKills,8.841000000000003,eb9da2fd-10b6-4980-a9c1-03480392147b
0,bKills,1.694,f5f4a4ed-54bb-430b-91c0-4e2cba34c61a
1,bKills,8.456,f5f4a4ed-54bb-430b-91c0-4e2cba34c61a
2,bKills,10.215,f5f4a4ed-54bb-430b-91c0-4e2cba34c61a
0,bKills,3.955,603b16f3-de5c-4a01-9014-da74fda19426
1,bKills,8.965,603b16f3-de5c-4a01-9014-da74fda19426
2,rKills,4.046,603b16f3-de5c-4a01-9014-da74fda19426
3,rKills,4.182,603b16f3-de5c-4a01-9014-da74fda19426
4,rKills,6.419,603b16f3-de5c-4a01-9014-da74fda19426
5,rKills,8.85,603b16f3-de5c-4a01-9014-da74fda19426
6,rKills,8.95,603b16f3-de5c-4a01-9014-da74fda19426
7,rKills,9.173,603b16f3-de5c-4a01-9014-da74fda19426
8,rKills,9.772,603b16f3-de5c-4a01-9014-da74fda19426
9,rKills,9.794,603b16f3-de5c-4a01-9014-da74fda19426
0,bKills,7.729,0b45e19b-50a2-41ab-95f3-6e73d031ba4c
1,rKills,8.554,0b45e19b-50a2-41ab-95f3-6e73d031ba4c
0,bKills,10.011,616b0c14-e051-4d10-8fd0-30420199a4bc
0,bKills,7.808,d792cdb7-79c0-45d2-b2f1-601246b03a9e
0,bKills,10.833,1b88dcdb-4123-448e-a558-81f214f1792b
1,rKills,6.765,1b88dcdb-4123-448e-a558-81f214f1792b
0,bKills,3.3960000000000004,f643f098-0eb6-469d-beb4-992785a4efbc
1,bKills,5.455,f643f098-0eb6-469d-beb4-992785a4efbc
2,bKills,5.457999999999998,f643f098-0eb6-469d-beb4-992785a4efbc
3,bKills,6.922999999999999,f643f098-0eb6-469d-beb4-992785a4efbc
4,bKills,8.857000000000003,f643f098-0eb6-469d-beb4-992785a4efbc
5,bKills,10.282,f643f098-0eb6-469d-beb4-992785a4efbc
6,rKills,4.55,f643f098-0eb6-469d-beb4-992785a4efbc
7,rKills,5.365,f643f098-0eb6-469d-beb4-992785a4efbc
8,rKills,5.563,f643f098-0eb6-469d-beb4-992785a4efbc
9,rKills,7.496,f643f098-0eb6-469d-beb4-992785a4efbc
10,rKills,8.065,f643f098-0eb6-469d-beb4-992785a4efbc
11,rKills,8.837,f643f098-0eb6-469d-beb4-992785a4efbc
12,rKills,10.749,f643f098-0eb6-469d-beb4-992785a4efbc
13,rKills,10.82,f643f098-0eb6-469d-beb4-992785a4efbc
0,bKills,6.392,1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb
1,bKills,6.6389999999999985,1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb
2,bKills,9.836,1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb
3,rKills,6.593,1fcd7bf3-e853-4fad-95d6-3fdd1935fdbb
0,rKills,5.5070000000000014,9b178d7f-03ca-485e-8edd-a62c6d5e8d6d
1,rKills,8.012,9b178d7f-03ca-485e-8edd-a62c6d5e8d6d
2,rKills,8.924,9b178d7f-03ca-485e-8edd-a62c6d5e8d6d
3,rKills,8.937999999999997,9b178d7f-03ca-485e-8edd-a62c6d5e8d6d
4,rKills,9.242,9b178d7f-03ca-485e-8edd-a62c6d5e8d6d
0,bKills,1.379,d004378e-74ee-416e-9bac-3dab724d2b0e
1,bKills,6.57,d004378e-74ee-416e-9bac-3dab724d2b0e
2,bKills,10.862,d004378e-74ee-416e-9bac-3dab724d2b0e
0,bKills,5.414,9cd08aa5-880e-4a31-b338-7e0b981ee6fb
1,bKills,5.671,9cd08aa5-880e-4a31-b338-7e0b981ee6fb
2,bKills,6.8439999999999985,9cd08aa5-880e-4a31-b338-7e0b981ee6fb
3,bKills,6.988,9cd08aa5-880e-4a31-b338-7e0b981ee6fb
4,rKills,5.681,9cd08aa5-880e-4a31-b338-7e0b981ee6fb
0,rKills,6.09,e038da89-6c77-4502-bc79-6276d02d0b8a
0,bKills,4.671,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
1,bKills,7.7189999999999985,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
2,bKills,7.722,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
3,bKills,10.527,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
4,bKills,10.66,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
5,bKills,10.705,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
6,rKills,5.994,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
7,rKills,9.17,5e7e9657-007f-49e3-adbc-c90fa52cb5eb
0,bKills,2.117,53bc3e40-3fe0-4151-93ff-a18005fb5682
1,bKills,6.352,53bc3e40-3fe0-4151-93ff-a18005fb5682
2,bKills,6.43,53bc3e40-3fe0-4151-93ff-a18005fb5682
3,bKills,8.02,53bc3e40-3fe0-4151-93ff-a18005fb5682
4,bKills,10.304,53bc3e40-3fe0-4151-93ff-a18005fb5682
5,bKills,10.722,53bc3e40-3fe0-4151-93ff-a18005fb5682
0,bKills,5.7360000000000015,fcc7cb6d-3317-47e8-a637-23e23f8e40df
1,bKills,5.899,fcc7cb6d-3317-47e8-a637-23e23f8e40df
2,rKills,5.707999999999998,fcc7cb6d-3317-47e8-a637-23e23f8e40df
3,rKills,9.529,fcc7cb6d-3317-47e8-a637-23e23f8e40df
0,bKills,7.155,e4110e70-70af-43e7-9f00-406b2d2f4245
1,bKills,9.408,e4110e70-70af-43e7-9f00-406b2d2f4245
2,bKills,10.288,e4110e70-70af-43e7-9f00-406b2d2f4245
3,bKills,10.405,e4110e70-70af-43e7-9f00-406b2d2f4245
0,bKills,6.526,d74665f5-1238-4fd0-b411-501c79931a4b
1,bKills,7.506,d74665f5-1238-4fd0-b411-501c79931a4b
2,bKills,7.633999999999999,d74665f5-1238-4fd0-b411-501c79931a4b
3,rKills,6.609,d74665f5-1238-4fd0-b411-501c79931a4b
4,rKills,7.522,d74665f5-1238-4fd0-b411-501c79931a4b
5,rKills,8.47,d74665f5-1238-4fd0-b411-501c79931a4b
0,bKills,5.843,077a83ca-69ec-44da-9f2c-7fd3cb6df7ed
1,rKills,3.036,077a83ca-69ec-44da-9f2c-7fd3cb6df7ed
2,rKills,6.18,077a83ca-69ec-44da-9f2c-7fd3cb6df7ed
0,bKills,10.633,afb85ed6-746c-4b56-843c-0287375f4b18
0,bKills,9.361,53aee1a1-97cf-41a8-88d2-479f18bc1375
1,bKills,10.614,53aee1a1-97cf-41a8-88d2-479f18bc1375
2,rKills,9.531,53aee1a1-97cf-41a8-88d2-479f18bc1375
3,rKills,9.844,53aee1a1-97cf-41a8-88d2-479f18bc1375
0,rKills,10.708,bc9de32f-849a-444b-8d96-41d63d34e99d
0,rKills,7.4129999999999985,12f7dd6a-65d6-4446-9b7a-5b22b6295a54
1,rKills,9.416,12f7dd6a-65d6-4446-9b7a-5b22b6295a54
0,bKills,7.627000000000002,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
1,bKills,8.574,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
2,bKills,8.822000000000003,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
3,bKills,9.483,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
4,rKills,4.82,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
5,rKills,5.2860000000000005,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
6,rKills,7.567,3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e
0,bKills,3.55,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
1,bKills,3.645,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
2,bKills,3.759,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
3,bKills,6.011,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
4,bKills,10.959,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
5,rKills,3.594,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
6,rKills,7.434,f5a90acf-574d-4cfd-ab83-74f0752f6d1d
0,bKills,4.737,9a0fe477-3783-41c7-a9fe-7092da786f98
1,bKills,5.728,9a0fe477-3783-41c7-a9fe-7092da786f98
2,bKills,5.797999999999999,9a0fe477-3783-41c7-a9fe-7092da786f98
3,bKills,10.913,9a0fe477-3783-41c7-a9fe-7092da786f98
4,rKills,10.937,9a0fe477-3783-41c7-a9fe-7092da786f98
0,bKills,3.043,e421f3fe-0614-4c70-8e14-915efd04bd9d
1,rKills,3.832,e421f3fe-0614-4c70-8e14-915efd04bd9d
0,rKills,7.484,c3babf07-5479-406a-83f7-67bdee6b1261
0,bKills,5.566,e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d
1,bKills,7.22,e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d
2,bKills,9.827,e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d
3,rKills,9.89,e49fcd0a-ac3e-444c-815e-5fe1c6f50a7d
0,bKills,4.867,5b8d7ed8-c1eb-4a2b-9330-269458b70f6b
1,rKills,4.805,5b8d7ed8-c1eb-4a2b-9330-269458b70f6b
2,rKills,4.938,5b8d7ed8-c1eb-4a2b-9330-269458b70f6b
3,rKills,8.709,5b8d7ed8-c1eb-4a2b-9330-269458b70f6b
4,rKills,10.442,5b8d7ed8-c1eb-4a2b-9330-269458b70f6b
0,bKills,3.827,97b066d3-1248-4d43-b245-a5a8b7100029
1,bKills,6.33,97b066d3-1248-4d43-b245-a5a8b7100029
2,bKills,8.435,97b066d3-1248-4d43-b245-a5a8b7100029
3,bKills,9.591,97b066d3-1248-4d43-b245-a5a8b7100029
4,bKills,10.902,97b066d3-1248-4d43-b245-a5a8b7100029
5,rKills,7.2360000000000015,97b066d3-1248-4d43-b245-a5a8b7100029
6,rKills,8.443,97b066d3-1248-4d43-b245-a5a8b7100029
7,rKills,9.903,97b066d3-1248-4d43-b245-a5a8b7100029
8,rKills,9.921,97b066d3-1248-4d43-b245-a5a8b7100029
0,bKills,7.655,d1264446-5de8-4fd5-a2af-d726c6a79731
1,rKills,8.994,d1264446-5de8-4fd5-a2af-d726c6a79731
0,bKills,5.672999999999999,8808cafd-3089-4b2b-9237-89d376e730b4
1,bKills,10.047,8808cafd-3089-4b2b-9237-89d376e730b4
2,bKills,10.255999999999998,8808cafd-3089-4b2b-9237-89d376e730b4
0,bKills,9.34,1edcba57-5186-4d8f-9062-3707d414fba9
0,rKills,4.262,c6496a21-1c92-444d-bbe1-9df61b324b0f
0,bKills,6.506,00afe259-b6ea-4d83-9265-2f0452903a42
1,bKills,6.568,00afe259-b6ea-4d83-9265-2f0452903a42
2,rKills,6.449,00afe259-b6ea-4d83-9265-2f0452903a42
3,rKills,6.516,00afe259-b6ea-4d83-9265-2f0452903a42
0,bKills,4.035,182fef33-6418-4782-b2ef-4607832b16ab
1,bKills,4.126,182fef33-6418-4782-b2ef-4607832b16ab
2,bKills,10.231,182fef33-6418-4782-b2ef-4607832b16ab
3,bKills,10.342,182fef33-6418-4782-b2ef-4607832b16ab
4,rKills,4.013,182fef33-6418-4782-b2ef-4607832b16ab
0,bKills,5.0360000000000005,6c8c20cc-7e14-4923-b469-22e1ff02dfb5
1,bKills,7.255,6c8c20cc-7e14-4923-b469-22e1ff02dfb5
2,bKills,7.7189999999999985,6c8c20cc-7e14-4923-b469-22e1ff02dfb5
3,rKills,3.587,6c8c20cc-7e14-4923-b469-22e1ff02dfb5
4,rKills,7.268,6c8c20cc-7e14-4923-b469-22e1ff02dfb5
0,bKills,4.688,7b7b5174-8645-4d2e-9fa9-c96a75927916
1,bKills,7.127000000000002,7b7b5174-8645-4d2e-9fa9-c96a75927916
2,bKills,9.324,7b7b5174-8645-4d2e-9fa9-c96a75927916
3,bKills,10.503,7b7b5174-8645-4d2e-9fa9-c96a75927916
4,rKills,5.085,7b7b5174-8645-4d2e-9fa9-c96a75927916
5,rKills,5.415,7b7b5174-8645-4d2e-9fa9-c96a75927916
0,rKills,10.735,0a8762e8-7bd3-42e1-8b45-9bcb1bc7d4c2
0,bKills,7.274,5802d014-a7ea-40ab-9d30-8e7b6c01912e
1,rKills,4.548,5802d014-a7ea-40ab-9d30-8e7b6c01912e
2,rKills,7.513,5802d014-a7ea-40ab-9d30-8e7b6c01912e
3,rKills,10.698,5802d014-a7ea-40ab-9d30-8e7b6c01912e
0,bKills,5.17,267bca03-d07e-4367-8360-92eb80c69e84
1,bKills,10.401,267bca03-d07e-4367-8360-92eb80c69e84
2,rKills,8.627,267bca03-d07e-4367-8360-92eb80c69e84
3,rKills,8.799,267bca03-d07e-4367-8360-92eb80c69e84
4,rKills,8.907,267bca03-d07e-4367-8360-92eb80c69e84
0,bKills,7.481,76a41b81-d49c-4898-9be8-e72b9322e4d7
1,bKills,8.173,76a41b81-d49c-4898-9be8-e72b9322e4d7
2,bKills,8.275,76a41b81-d49c-4898-9be8-e72b9322e4d7
3,rKills,10.53,76a41b81-d49c-4898-9be8-e72b9322e4d7
4,rKills,10.56,76a41b81-d49c-4898-9be8-e72b9322e4d7
0,bKills,7.314,1e720d01-ba29-4475-bf15-aaa87c2b532b
1,bKills,7.601,1e720d01-ba29-4475-bf15-aaa87c2b532b
2,rKills,7.3039999999999985,1e720d01-ba29-4475-bf15-aaa87c2b532b
3,rKills,7.447,1e720d01-ba29-4475-bf15-aaa87c2b532b
4,rKills,7.478,1e720d01-ba29-4475-bf15-aaa87c2b532b
5,rKills,9.771,1e720d01-ba29-4475-bf15-aaa87c2b532b
0,bKills,0.95,1902b208-fc76-44e8-91ee-9a30f2e21b22
0,bKills,9.607,4066d8e1-8aee-4072-abb4-81cfba15cd56
1,rKills,2.734,4066d8e1-8aee-4072-abb4-81cfba15cd56
2,rKills,3.455,4066d8e1-8aee-4072-abb4-81cfba15cd56
3,rKills,5.59,4066d8e1-8aee-4072-abb4-81cfba15cd56
4,rKills,7.147,4066d8e1-8aee-4072-abb4-81cfba15cd56
0,bKills,4.51,caa51d8d-3b39-434e-821a-e2c9769051de
1,bKills,7.347,caa51d8d-3b39-434e-821a-e2c9769051de
2,bKills,8.102,caa51d8d-3b39-434e-821a-e2c9769051de
3,bKills,10.53,caa51d8d-3b39-434e-821a-e2c9769051de
4,rKills,6.142,caa51d8d-3b39-434e-821a-e2c9769051de
5,rKills,8.958,caa51d8d-3b39-434e-821a-e2c9769051de
0,rKills,1.753,39e2da61-4ac9-4621-99a5-70013eb07ea1
1,rKills,10.343,39e2da61-4ac9-4621-99a5-70013eb07ea1
0,bKills,3.467,0d817656-3d04-4306-8a05-63b0f1b8dda5
1,bKills,8.61,0d817656-3d04-4306-8a05-63b0f1b8dda5
2,rKills,4.6110000000000015,0d817656-3d04-4306-8a05-63b0f1b8dda5
3,rKills,10.127,0d817656-3d04-4306-8a05-63b0f1b8dda5
0,bKills,3.716,40114982-61bc-4301-bbe0-0583288d18e6
1,bKills,7.357,40114982-61bc-4301-bbe0-0583288d18e6
2,bKills,8.701,40114982-61bc-4301-bbe0-0583288d18e6
3,rKills,8.772,40114982-61bc-4301-bbe0-0583288d18e6
4,rKills,9.177,40114982-61bc-4301-bbe0-0583288d18e6
5,rKills,9.236,40114982-61bc-4301-bbe0-0583288d18e6
0,bKills,4.04,29fb295a-7ffa-4a21-8a87-02990e590c2a
1,rKills,2.488,29fb295a-7ffa-4a21-8a87-02990e590c2a
2,rKills,7.331,29fb295a-7ffa-4a21-8a87-02990e590c2a
3,rKills,7.657,29fb295a-7ffa-4a21-8a87-02990e590c2a
4,rKills,9.202,29fb295a-7ffa-4a21-8a87-02990e590c2a
0,bKills,8.513,e6e0d876-5f0f-428f-b4bc-e9b7034ac5bb
0,bKills,9.525,b3809d5c-8725-4874-9d7d-fede501bf879
1,rKills,7.427,b3809d5c-8725-4874-9d7d-fede501bf879
0,bKills,9.021,c3c24831-89d1-49e8-b28a-18a32293878b
0,bKills,7.916,79fe16a9-467d-4308-9f12-1fc527c42fb7
1,bKills,10.532,79fe16a9-467d-4308-9f12-1fc527c42fb7
2,rKills,8.713,79fe16a9-467d-4308-9f12-1fc527c42fb7
0,bKills,5.8820000000000014,9514a262-1203-4147-90d3-571efe8b5d12
1,bKills,7.806,9514a262-1203-4147-90d3-571efe8b5d12
2,bKills,10.017,9514a262-1203-4147-90d3-571efe8b5d12
3,rKills,6.5539999999999985,9514a262-1203-4147-90d3-571efe8b5d12
4,rKills,9.915,9514a262-1203-4147-90d3-571efe8b5d12
0,bKills,9.686,e5684558-3f3c-428b-b34f-65da00b3c2bb
1,rKills,2.47,e5684558-3f3c-428b-b34f-65da00b3c2bb
2,rKills,4.047,e5684558-3f3c-428b-b34f-65da00b3c2bb
3,rKills,5.8260000000000005,e5684558-3f3c-428b-b34f-65da00b3c2bb
4,rKills,6.143,e5684558-3f3c-428b-b34f-65da00b3c2bb
5,rKills,6.434,e5684558-3f3c-428b-b34f-65da00b3c2bb
6,rKills,9.256,e5684558-3f3c-428b-b34f-65da00b3c2bb
0,bKills,6.6320000000000014,55e05cc7-6e39-4d5a-977d-34d763d1a098
1,bKills,8.422,55e05cc7-6e39-4d5a-977d-34d763d1a098
2,bKills,0.7833333333333333,55e05cc7-6e39-4d5a-977d-34d763d1a098
3,rKills,5.159,55e05cc7-6e39-4d5a-977d-34d763d1a098
4,rKills,8.474,55e05cc7-6e39-4d5a-977d-34d763d1a098
5,rKills,8.536,55e05cc7-6e39-4d5a-977d-34d763d1a098
0,bKills,5.412000000000001,d5b0c1f1-cbca-4b79-a692-088785f75120
1,bKills,7.33,d5b0c1f1-cbca-4b79-a692-088785f75120
2,rKills,4.909,d5b0c1f1-cbca-4b79-a692-088785f75120
0,rKills,10.238,f16f3cd2-19c4-4195-8b76-78a4ebb44d31
1,rKills,10.512,f16f3cd2-19c4-4195-8b76-78a4ebb44d31
0,bKills,4.86,db91e8cf-5efc-44f8-a445-984ce6e12310
1,rKills,5.6560000000000015,db91e8cf-5efc-44f8-a445-984ce6e12310
2,rKills,6.4129999999999985,db91e8cf-5efc-44f8-a445-984ce6e12310
0,bKills,5.025,498ae058-da43-4aac-988a-40a88796fdf7
0,bKills,4.664,5dfb669c-b08a-40e1-b033-c5e70e5836db
1,rKills,4.265,5dfb669c-b08a-40e1-b033-c5e70e5836db
2,rKills,6.613,5dfb669c-b08a-40e1-b033-c5e70e5836db
3,rKills,6.977,5dfb669c-b08a-40e1-b033-c5e70e5836db
4,rKills,6.977,5dfb669c-b08a-40e1-b033-c5e70e5836db
5,rKills,7.3,5dfb669c-b08a-40e1-b033-c5e70e5836db
6,rKills,9.385,5dfb669c-b08a-40e1-b033-c5e70e5836db
0,rKills,5.813,c3fa519f-b1a8-4669-b18c-2fc47debb53f
0,rKills,6.047999999999999,a03d085b-bfd6-4ab2-9ee9-0e6f43e383ea
1,rKills,6.084,a03d085b-bfd6-4ab2-9ee9-0e6f43e383ea
0,bKills,4.367,e810cd12-da89-41b1-b271-f8c2827ec034
1,bKills,4.379,e810cd12-da89-41b1-b271-f8c2827ec034
2,bKills,7.072,e810cd12-da89-41b1-b271-f8c2827ec034
3,bKills,7.109,e810cd12-da89-41b1-b271-f8c2827ec034
4,bKills,10.2,e810cd12-da89-41b1-b271-f8c2827ec034
5,rKills,3.222,e810cd12-da89-41b1-b271-f8c2827ec034
6,rKills,4.221,e810cd12-da89-41b1-b271-f8c2827ec034
7,rKills,6.968,e810cd12-da89-41b1-b271-f8c2827ec034
0,rKills,10.485,340def5d-724f-471b-9b43-3eacf65185f3
1,rKills,10.902,340def5d-724f-471b-9b43-3eacf65185f3
0,bKills,6.714,681c8105-9249-4d80-a7e3-a58b53b8c042
1,bKills,7.711,681c8105-9249-4d80-a7e3-a58b53b8c042
2,rKills,10.285,681c8105-9249-4d80-a7e3-a58b53b8c042
0,bKills,7.029,e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c
1,bKills,10.113,e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c
2,bKills,10.744000000000002,e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c
3,bKills,10.967,e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c
4,rKills,9.994,e81a22ef-f5dd-4f6d-8ad2-555f3e4fd54c
0,bKills,3.936,de459552-480c-4b34-8b24-54146d86cd86
1,bKills,10.609000000000002,de459552-480c-4b34-8b24-54146d86cd86
2,rKills,3.905,de459552-480c-4b34-8b24-54146d86cd86
0,bKills,7.046,6be69058-49d8-494e-9065-39b5cda95420
1,bKills,10.33,6be69058-49d8-494e-9065-39b5cda95420
2,rKills,5.7189999999999985,6be69058-49d8-494e-9065-39b5cda95420
3,rKills,10.423,6be69058-49d8-494e-9065-39b5cda95420
4,rKills,10.613,6be69058-49d8-494e-9065-39b5cda95420
0,bKills,10.0,be786580-eca1-4d5f-8054-18020db67479
1,rKills,4.755,be786580-eca1-4d5f-8054-18020db67479
2,rKills,10.302,be786580-eca1-4d5f-8054-18020db67479
0,bKills,5.773,a5733590-d25f-4dca-91ac-2f1bf4dec372
0,bKills,8.703,9d10d929-a56b-48e6-a289-da5d6b76cadb
1,bKills,9.197,9d10d929-a56b-48e6-a289-da5d6b76cadb
0,bKills,6.72,1191c84c-fe3b-4a54-b762-3ad555a8f4be
